label,cleaned_text
0,learn learn back high school
0,learn back high school oh took art class
0,oh took art class yeah love class
0,yeah love class see pretti talent
0,see pretti talent thank much
0,thank much wish talent like
0,wish talent like sure talent hidden
0,kind thing like alway like draw paint
0,alway like draw paint know knew draw paint
0,know knew draw paint everi
0,everi long known
0,long known first learn high school
0,first learn high school take sort art class someth
0,take sort art class someth favorit class
0,favorit class got talent
0,got talent thank
0,thank talent
0,talent talent know yet
0,hobbi time sometim draw paint
0,time sometim draw paint oh actual
0,oh actual everi often
0,everi often alway know draw paint
0,alway know draw paint taught high school draw paint
0,taught high school draw paint art class
0,art class exactli favorit class
0,exactli favorit class well good talent
0,well good talent appreci
0,appreci talent great thing wish one
0,favorit movi favorit movi superbad
0,favorit movi superbad oh
0,oh funniest movi ever seen
0,funniest movi ever seen true funni movi
0,true funni movi seen
0,seen ye saw movi first day came theater
0,ye saw movi first day came theater laugh whole movi
0,laugh whole movi movi brought tear eye
0,movi brought tear eye mine
0,mine dvd hous want come watch
0,dvd hous want come watch sure let go
0,movi favorit watch say favorit movi superbad
0,say favorit movi superbad right
0,right honestli one funniest movi seen long time
0,honestli one funniest movi seen long time right movi hilari
0,right movi hilari think saw movi
0,think saw movi went see day came
0,went see day came laugh whole movi
0,laugh whole movi help laugh either
0,help laugh either
0,bought movi would like come hous watch
0,bought movi would like come hous watch cours
0,everi movi seen one favorit go say superbad best movi ever
0,go say superbad best movi ever think come
0,think come well superbad super funni
0,well superbad super funni lie found movi absolut hilari
0,lie found movi absolut hilari know saw superbad
0,know saw superbad made sure line see first day came
0,made sure line see first day came keep laugh throughout whole movi
0,keep laugh throughout whole movi laugh hyster whole time stomach muscl hurt afterward
0,laugh hyster whole time stomach muscl hurt afterward exactli felt
0,exactli felt got movi came dvd want come
0,type music like listen like listen differ kind music
0,like listen differ kind music like instanc
0,like instanc enjoy rock r b
0,enjoy rock r b
0,like differ instrument use
0,like differ instrument use good reason like someth
0,good reason like someth yeah think
0,kind music enjoy listen enjoy listen kind music
0,enjoy listen kind music kind
0,kind like listen rock r b
0,like listen rock r b like type music
0,like type music like kind instrument use
0,like kind instrument use think excel reason like someth
0,think excel reason like someth thank feel way
0,favorit kind music listen variou type music
0,listen variou type music genr
0,genr enjoy listen rock r b
0,enjoy listen rock r b interest type music
0,interest type music enjoy differ type instrument use
0,enjoy differ type instrument use perfect reason like certain kind music
0,go basketbal game friday make
0,make miss realli good game
0,miss realli good game oh realli
0,oh realli school play realli well
0,school play realli well bad busi realli want go
0,bad busi realli want go yeah realli excit
0,yeah realli excit score
0,score score 101 98
0,score 101 98 man realli close game
0,man realli close game made great
0,made great make sure make next one
0,abl attend friday night basketbal game unabl make
0,unabl make intens
0,intens right end win
0,right end win team victori
0,team victori wish free night kind mad go
0,wish free night kind mad go great game
0,great game score end game
0,score end game team 101 98
0,team 101 98 sound like close game
0,sound like close game reason great game
0,reason great game next game definit
0,mean ask saw basketbal game friday want go
0,want go great game
0,great game bad make
0,bad make team play hard
0,team play hard realli wish went game
0,realli wish went game best game ever
0,best game ever tell final score
0,tell final score team lost three point 101 98
0,team lost three point 101 98 must close game
0,must close game realli gone
0,weekend go movi friend
0,go movi friend sure yet
0,sure yet well want go see movi
0,well want go see movi movi go see
0,movi go see sure yet someth want see
0,sure yet someth want see noth think
0,noth think want go
0,want go thank mayb anoth time
0,thank mayb anoth time okay sound good
0,know go weekend go see movi friend mine
0,go see movi friend mine know
0,know would like see movi friend
0,would like see movi friend know movi go watch
0,know movi go watch know certain movi want see
0,know certain movi want see none think
0,none think well would like go
0,well would like go thank invit think pass
0,thank invit think pass right anoth time
0,idea want weekend go movi theater friend go
0,go movi theater friend go quit sure yet
0,quit sure yet see movi friend
0,see movi friend movi friend plan watch
0,movi friend plan watch sure movi catch eye
0,sure movi catch eye good movi come mind
0,good movi come mind decid whether would like go
0,decid whether would like go thank mayb anoth time
0,go school today yeah went school today
0,yeah went school today go sick
0,go sick suck want assign english class
0,suck want assign english class would nice thank
0,would nice thank problem welcom
0,problem welcom glad sick
0,glad sick well thank hope see school tomorrow
0,attend school today attend school today
0,attend school today abl attend school feel ill
0,abl attend school feel ill sorri hear would like assign english class
0,sorri hear would like assign english class would realli appreci thank
0,would realli appreci thank troubl
0,troubl get sick return favor
0,get sick return favor thank see school tomorrow feel better
0,gone school today went school today go school
0,went school today go school go school today sick
0,go school today sick horribl happi give assign english class
0,horribl happi give assign english class thank much kind
0,thank much kind mention
0,mention miss day school happi give english assign
0,hear news happen
0,happen cousin went labor babi last week
0,cousin went labor babi last week anyon tell
0,anyon tell would thought somebodi would told
0,would thought somebodi would told idea
0,idea well babi 8 pound 6 ounc
0,well babi 8 pound 6 ounc oh god great
0,oh god great go go visit babi
0,go go visit babi think might
0,think might good thought let know
0,good thought let know thank tell
0,heard happen heard
0,heard debrah alreadi babi
0,debrah alreadi babi know
0,know thought knew
0,thought knew honestli know
0,honestli know babi 8 pound 6 ounc
0,babi 8 pound 6 ounc good hear
0,good hear go visit
0,go visit cours
0,cours want give good news
0,want give good news thank let know
0,heard news heard anyth
0,heard anyth debrah babi last week
0,debrah babi last week nobodi told
0,nobodi told thought heard
0,thought heard realli told anyth
0,realli told anyth cute 8 pound 6 ounc
0,cute 8 pound 6 ounc wow excit
0,wow excit know realli go see babi
0,know realli go see babi cours
0,cours want let know happen
0,go school today cours
0,cours want
0,want sad gone movi recent
0,sad gone movi recent switch
0,switch seriou
0,seriou
0,realli want go movi weekend
0,realli want go movi weekend go
0,go realli want go
0,realli want go well anyway plan go school tomorrow
0,well anyway plan go school tomorrow think go go movi
0,make school today alway go school today
0,alway go school today
0,seen movi late
0,seen movi late odd chang subject
0,odd chang subject mayb answer question
0,mayb answer question recent
0,recent want go see movi weekend
0,want go see movi weekend stop
0,stop want go alon
0,want go alon school tomorrow
0,school tomorrow want go movi instead
0,even bother go school today yeah went go
0,yeah went go feel like
0,feel like nice movi late
0,nice movi late random chang subject
0,random chang subject may random
0,may random late
0,late would love catch movi weekend
0,would love catch movi weekend go
0,go want see movi
0,want see movi okay go school tomorrow
0,thank come see today problem realli miss anyway
0,problem realli miss anyway miss
0,miss tri come see
0,tri come see realli busi
0,realli busi
0,work
0,work would come see sooner busi
0,would come see sooner busi
0,work
0,work well regardless happi came see
0,well regardless happi came see
0,realli glad came see miss lot
0,miss lot miss
0,miss visit
0,visit actual busi late
0,actual busi late
0,work realli hard
0,work realli hard also busi
0,also busi tell
0,tell basic work
0,basic work well whatev glad came
0,well whatev glad came
0,realli happi came visit realli miss lot
0,realli miss lot miss like crazi
0,miss like crazi understand come visit
0,understand come visit late quit busi
0,late quit busi tell
0,tell realli work lot late
0,realli work lot late pretti busi
0,pretti busi
0,work lot
0,work lot whatev reason may glad visit
0,hey hear jessica parti weekend yeah still wait invit
0,yeah still wait invit oh realli gave mine earlier today
0,oh realli gave mine earlier today well probabl give invit later today
0,well probabl give invit later today yeah plan go
0,yeah plan go think sound like go lot fun
0,think sound like go lot fun realli wait
0,realli wait time parti start
0,time parti start start 8 clock
0,start 8 clock oh well mani peopl given invit far
0,oh well mani peopl given invit far sure think given mani
0,sure think given mani well hope give invit later today
0,heard jessica parti saturday heard still wait invit
0,heard still wait invit realli got mine morn
0,realli got mine morn guess go give invit today tomorrow
0,guess go give invit today tomorrow probabl right intend go parti
0,probabl right intend go parti want heard go realli fun
0,want heard go realli fun know sound pretti awesom
0,know sound pretti awesom well parti start
0,well parti start suppos start eight
0,suppos start eight mani invit given
0,mani invit given realli know think gave mani yet
0,realli know think gave mani yet realli want go hope give invit soon
0,anyon told jessica parti come told alreadi wait invit
0,told alreadi wait invit right alreadi got invit earlier
0,right alreadi got invit earlier believ give invit today
0,believ give invit today even go go
0,even go go yeah sound like go best parti year
0,yeah sound like go best parti year exactli seem like go load fun
0,exactli seem like go load fun exactli parti start
0,exactli parti start invit say start 8 00 p
0,invit say start 8 00 p given lot invit yet
0,given lot invit yet idea given mani though
0,hey noth realli
0,noth realli throw parti friday
0,throw parti friday realiz
0,realiz
0,nobodi told anyth parti
0,nobodi told anyth parti want go
0,want go start
0,start 8 00 p
0,8 00 p
0,better see
0,better see cours
0,go fine go
0,fine go parti friday
0,parti friday idea
0,idea right
0,right hear anyth
0,hear anyth go
0,go time
0,time start 8 clock
0,start 8 clock go
0,go hope see
0,hope see doubt
0,go much
0,much friday throw parti
0,friday throw parti oh realli know
0,oh realli know seriou
0,seriou heard anyth
0,heard anyth make
0,make time start
0,time start parti start 8
0,parti start 8 yeah think go
0,yeah think go go see
0,go noth realli
0,noth realli throw parti next saturday
0,throw parti next saturday right
0,right yeah go come
0,yeah go come sorri
0,sorri
0,realli want
0,realli want well
0,well hate go parti
0,hate go parti well okay
0,well okay yeah sorri
0,noth
0,noth next saturday go parti
0,next saturday go parti oh realli
0,oh realli come
0,come probabl
0,probabl
0,feel like go
0,feel like go
0,realli stand go parti
0,realli stand go parti understand guess
0,understand guess sorri
0,happen lot
0,lot parti next saturday
0,parti next saturday nice
0,nice go
0,go think
0,think reason
0,reason realli want go
0,realli want go come
0,come realli like parti
0,realli like parti wish would go okay
0,noth much go
0,noth much go parti friday
0,parti friday oh realli nice
0,oh realli nice want see want come
0,want see want come friday sorri alreadi plan
0,friday sorri alreadi plan
0,go dinner famili
0,go dinner famili realli want come understand
0,realli want come understand yeah mayb next time
0,yeah mayb next time hold
0,hold sound like plan
0,hey good lot
0,lot throw parti friday
0,throw parti friday sound like fun
0,sound like fun think come
0,think come sorri alreadi someth friday
0,sorri alreadi someth friday go
0,go famili go dinner
0,famili go dinner hope would come
0,hope would come definit tri make next time
0,definit tri make next time better see
0,better see right see next time
0,go noth realli
0,noth realli lot like parti friday
0,lot like parti friday well cool
0,well cool abl make
0,abl make busi friday sorri
0,busi friday sorri
0,dinner famili
0,dinner famili mayb come next time
0,mayb come next time make sure come next parti
0,make sure come next parti look next parti
0,nice talk tri rush phone
0,tri rush phone realli go
0,realli go still want talk
0,still want talk thing
0,thing like
0,like nosey
0,nosey want know
0,want know well realli none busi
0,well realli none busi harsh
0,harsh sorri go
0,sorri go fine
0,enjoy convers reason tri get phone fast
0,reason tri get phone fast got go
0,got go done talk
0,done talk thing besid polit nosey
0,thing besid polit nosey nosey ask
0,nosey ask realli think busi
0,realli think busi nice
0,nice apolog get phone
0,apolog get phone okay
0,talk later rush
0,rush get phone
0,get phone readi get phone
0,readi get phone thing need take care
0,thing need take care need
0,need pleas nosey
0,pleas nosey nosey question
0,nosey question need worri
0,need worri mean say
0,mean say sorri must go
0,well nice talk nice talk
0,nice talk realli hang
0,realli hang would fun
0,would fun want go
0,want go think go eat
0,think go eat sound good
0,sound good right see
0,right see call later
0,call later okay talk later
0,okay talk later see later
0,see later bye
0,enjoy talk enjoy talk
0,enjoy talk hang time
0,hang time think would nice
0,think would nice anyth would like next time
0,anyth would like next time want go eat
0,want go eat like
0,like see next time
0,see next time go call soon
0,go call soon talk later
0,talk later see soon
0,see soon goodby
0,fun talk realli nice talk also
0,realli nice talk also think realli someth sometim
0,think realli someth sometim load fun
0,load fun want next time
0,want next time would like go dinner someth
0,would like go dinner someth yeah let
0,yeah let okay next time
0,okay next time call set
0,call set talk
0,talk right see
0,live live pasadena
0,live pasadena pasadena
0,pasadena california
0,california northern california
0,northern california southern california
0,southern california pasadena big citi
0,pasadena big citi pretti big
0,pretti big big pretti big
0,big pretti big 140 000 peopl
0,140 000 peopl big lo angel
0,big lo angel 3 million peopl
0,car ye
0,ye kind car
0,kind car honda
0,honda new
0,new new 2003
0,new 2003 pretti old
0,pretti old ye still look good
0,ye still look good take good care
0,take good care oh ye wash week
0,oh ye wash week chang oil
0,chang oil mechan chang oil twice year
0,girlfriend
0,girlfriend either
0,girlfriend either
0,know mayb rich enough
0,know mayb rich enough girl like guy money
0,girl like guy money sure
0,sure like guy new car
0,like guy new car money new car
0,money new car neither
0,neither girl like guy funni
0,girl like guy funni mayb learn good joke
0,go walk dog
0,walk dog kind dog
0,kind dog littl poodl
0,littl poodl poodl bark lot
0,poodl bark lot sure
0,sure bark everyth
0,bark everyth never shut
0,never shut get poodl
0,get poodl mom dog
0,mom dog like poodl
0,like poodl say good watchdog
0,borrow 5 sure need
0,sure need want buy lunch
0,want buy lunch money
0,money wallet
0,wallet wallet empti
0,wallet empti even one dollar
0,even one dollar broke fun
0,broke fun even short
0,even short alway good friend
0,alway good friend friend lend money broke
0,friend lend money broke long pay back
0,let go beach great idea
0,great idea
0,month
0,month last time went almost drown
0,last time went almost drown
0,lifeguard dive water
0,lifeguard dive water think want cool
0,think want cool swam right
0,swam right turn right around
0,turn right around mayb right
0,mayb right mayb get go
0,marri divorc
0,divorc get divorc
0,get divorc got divorc two year ago
0,got divorc two year ago get divorc
0,get divorc wife left
0,wife left leav
0,leav said love anymor
0,said love anymor wow terribl
0,wow terribl ye
0,ye love anymor
0,love anymor fell love best friend
0,bore tv
0,tv noth
0,noth must someth tv
0,must someth tv noth interest
0,noth interest new game show
0,new game show one
0,one deal deal
0,deal deal tell joke
0,tell joke love show
0,love show watch enough
0,watch enough right let watch togeth
0,like live agre pasadena nice citi
0,agre pasadena nice citi big
0,big small
0,small great weather year long
0,great weather year long rose parad
0,rose parad beauti hous
0,beauti hous wonder restaur
0,wonder restaur great school
0,great school close mountain
0,close mountain peopl friendli
0,peopl friendli ever go leav
0,need new mattress matter one
0,matter one comfort
0,comfort seem fine
0,seem fine toss turn night
0,toss turn night stop drink coffe
0,stop drink coffe look mark arm
0,look mark arm
0,bite
0,bite cat bite
0,cat bite bedbug mattress bit
0,bedbug mattress bit okay let get new mattress
0,laptop slow buy new one
0,buy new one would money
0,would money slow
0,slow good question
0,good question take comput shop
0,take comput shop would money
0,would money well guess live
0,well guess live sometim want throw window
0,sometim want throw window want
0,want
0,might hit someon head
0,dinner sure
0,sure pizza
0,pizza pizza lunch
0,pizza lunch love pizza
0,love pizza everybodi love pizza
0,everybodi love pizza pizza dinner
0,pizza dinner need varieti
0,need varieti varieti
0,varieti differ thing thing time
0,differ thing thing time mean like pepperoni pizza instead chees pizza
0,mean like pepperoni pizza instead chees pizza mean salad instead pizza
0,need save money need save money
0,need save money need buy hous
0,need buy hous hous expens
0,hous expens need save money
0,need save money much need save
0,much need save need save enough payment
0,need save enough payment much
0,much 30 000
0,30 000 thirti thousand dollar take forev
0,thirti thousand dollar take forev save everi penni
0,save everi penni okay seven penni
0,ocean big see end
0,see end goe forev
0,goe forev deep
0,deep think five mile deep
0,think five mile deep fish bottom
0,fish bottom fish top bottom
0,fish top bottom fish peopl
0,fish peopl think fish
0,think fish hope love eat fish
0,upset mom
0,warn new boyfriend listen
0,warn new boyfriend listen happen
0,happen gave 1 000 birthday told spend
0,gave 1 000 birthday told spend nice
0,nice found gave new boyfriend
0,found gave new boyfriend
0,said would buy nice ring
0,said would buy nice ring wrong
0,wrong went la vega lost gambl
0,went la vega lost gambl hope mom broke
0,anim talk cours talk
0,cours talk talk
0,talk talk anim
0,talk anim els talk
0,els talk talk food weather
0,talk food weather talk us
0,talk us cours talk us
0,cours talk us say us
0,say us say funni look
0,say funni look ha funni look anim funni look
0,ha funni look anim funni look funni look wear cloth
0,clean hous ye dirti
0,ye dirti help
0,help
0,help make dirti
0,help make dirti want
0,want want clean bathroom
0,want clean bathroom oh easi
0,oh easi clean sink tub counter toilet
0,clean sink tub counter toilet lot work
0,lot work tell finish
0,tell finish think give work
0,watch much tv mean
0,mean mean wast life
0,mean wast life fun
0,fun sit mouth open
0,sit mouth open care
0,care care someth
0,care someth okay someth
0,okay someth
0,turn volum
0,turn volum meant someth
0,meant someth someth leav alon
0,write letter grandma ye
0,ye tell school
0,tell school told school fun
0,told school fun put letter envelop
0,put letter envelop ye seal envelop
0,ye seal envelop put stamp envelop
0,put stamp envelop find stamp
0,find stamp kitchen drawer
0,kitchen drawer okay put stamp envelop
0,okay put stamp envelop give envelop mail
0,give envelop mail grandma go learn e mail
0,yawn sleepi
0,sleepi go bed
0,go bed want watch tv show
0,want watch tv show mayb record
0,mayb record tape record broken
0,tape record broken watch rerun
0,watch rerun watch origin
0,watch origin asleep one minut
0,asleep one minut yawn commerci
0,yawn commerci okay tell show end
0,okay tell show end zzz
0,sunday
0,know mean
0,know mean forgot
0,forgot sunday mean go church
0,sunday mean go church oh yeah
0,oh yeah put coat tie
0,put coat tie
0,show respect god other
0,show respect god other glad sunday week
0,glad sunday week hope god hear
0,hope god hear forgiv
0,feed cat minut
0,minut cat meow hungri
0,cat meow hungri okay feed right
0,okay feed right make wait
0,make wait homework
0,homework cat care homework
0,cat care homework cat care anyth
0,cat care anyth way cat
0,way cat think
0,think mayb get rid
0,mayb get rid cours famili
0,hate shave
0,cut
0,cut use new blade
0,use new blade matter old blade cut new blade cut
0,matter old blade cut new blade cut mayb use electr shaver
0,mayb use electr shaver make lot nois give close shave
0,make lot nois give close shave mayb stop shave
0,mayb stop shave grow beard
0,grow beard sure
0,sure food stuff stick beard
0,food stuff stick beard hmm idea put cream face cat lick
0,excus ye
0,ye read paper
0,read paper oh help
0,oh help ask paper sit next
0,ask paper sit next thank polit ask
0,thank polit ask peopl would pick
0,peopl would pick ye know peopl rude
0,ye know peopl rude alway tri polit
0,alway tri polit
0,world need polit peopl like us
0,world need polit peopl like us agre 100 percent
0,mom want puppi let think
0,let think think
0,think puppi cost money
0,puppi cost money puppi free
0,puppi free ye puppi need shot
0,ye puppi need shot shot
0,shot get sick like get shot
0,get sick like get shot hate shot
0,hate shot puppi eat food food cost money
0,puppi eat food food cost money problem give food plate
0,problem give food plate oh puppi eat veget
0,look kitten mani
0,mani eight
0,eight cute
0,cute ye keep
0,ye keep go
0,go go give away want one
0,go give away want one ye would love one
0,ye would love one one want
0,one want one one black
0,one one black ye like one
0,ye like one call blacki
0,parent go church everi sunday trust god
0,trust god hope go heaven
0,hope go heaven probabl
0,probabl one know sure
0,one know sure sure
0,sure one know happen die
0,one know happen die good happi heaven god
0,good happi heaven god mani peopl believ
0,mani peopl believ bad unhappi forev hell
0,bad unhappi forev hell want go hell
0,want go hell let go church parent sunday
0,husband die sorri
0,sorri thank
0,thank die
0,die coupl month ago
0,coupl month ago still miss
0,still miss ye talk almost everi day
0,ye talk almost everi day go church
0,go church call cell phone
0,call cell phone mean
0,mean buri cell phone
0,buri cell phone batteri die
0,today friday thirteenth bad day
0,bad day suppos unlucki
0,suppos unlucki suppos stay home day
0,suppos stay home day
0,friend stay hotel friday thirteenth
0,friend stay hotel friday thirteenth mistak
0,mistak stay thirteenth floor
0,stay thirteenth floor happen
0,happen someon stole laptop
0,someon stole laptop ask
0,ask learn lesson home today
0,realli love cours
0,cours prove
0,prove prove
0,prove take dinner
0,take dinner
0,take nice restaur mcdonald
0,take nice restaur mcdonald nice restaur cost money
0,nice restaur cost money ye make reserv
0,ye make reserv hassl
0,hassl knew love
0,knew love okay okay make reserv right
0,parent divorc mine
0,mine parent get divorc
0,parent get divorc father found new girlfriend
0,father found new girlfriend bad
0,bad mother hurt angri
0,mother hurt angri good reason
0,good reason told drop girlfriend
0,told drop girlfriend father
0,father move hous
0,move hous guess realli like new girlfriend
0,guess realli like new girlfriend ye left year later
0,grandma apart smell funni mine
0,mine think old peopl smell
0,think old peopl smell realli
0,realli ye think get old begin smell
0,ye think get old begin smell like fruit ripe
0,like fruit ripe ye like fruit ripe
0,ye like fruit ripe smell differ
0,smell differ ye old peopl smell like fruit
0,ye old peopl smell like fruit smell like thrift shop
0,smell like thrift shop ye thrift shop smell
0,ye thrift shop smell ye old smell
0,price stamp goe think stamp use cost penni
0,think stamp use cost penni long time ago
0,long time ago born
0,born stamp 42 cent
0,stamp 42 cent may 44 cent
0,may 44 cent ever lost letter mail
0,ever lost letter mail
0,neither
0,neither good job money
0,good job money ye
0,ye mayb complain
0,button came shirt go
0,go first find button
0,first find button lose
0,lose idea
0,idea button hard find look pant cuff
0,button hard find look pant cuff good idea
0,good idea found button pant cuff one time
0,found button pant cuff one time let look
0,let look mani shirt come extra button
