label,text
0,"that would ruin things, i want to go so badly. the weather in california is unpredictable, so you never know."
0,"the weather in california is unpredictable, so you never know. that is true. the weather is constantly changing."
0,that is true. the weather is constantly changing. it would be nice if the weather would never change.
0,"it would be nice if the weather would never change. that would be great, then we could plan things sooner."
0,"that would be great, then we could plan things sooner. true. predictable weather would make life easier."
0,it would be nice to go to the beach sometime this weekend. what's the weather going to be like? i may want to go too.
0,what's the weather going to be like? i may want to go too. the weather this weekend is supposed to be warm.
0,the weather this weekend is supposed to be warm. will it be good beach weather?
0,will it be good beach weather? i think it will be.
0,i think it will be. it wouldn't be good if it got cold this weekend.
0,"it wouldn't be good if it got cold this weekend. i want this trip to be perfect, i hope it stays warm."
0,"i want this trip to be perfect, i hope it stays warm. this california weather is so uncertain, it's impossible to know what'll happen."
0,"this california weather is so uncertain, it's impossible to know what'll happen. i know. every day the weather seems different."
0,i know. every day the weather seems different. i would love it if it wasn't always so unpredictable.
0,i would love it if it wasn't always so unpredictable. that would make it easier for us to make plans.
0,"hello, may i speak to alice please? this is she. how's it going?"
0,this is she. how's it going? i've been trying to call you all day.
0,i've been trying to call you all day. sorry about that. i was cleaning up.
0,sorry about that. i was cleaning up. it's okay.
0,it's okay. so what were you calling me about?
0,"so what were you calling me about? oh, i just wanted to see if you wanted to hang out tomorrow."
0,"oh, i just wanted to see if you wanted to hang out tomorrow. sure, what did you want to do?"
0,"sure, what did you want to do? maybe we can go see a movie or something."
0,maybe we can go see a movie or something. that sounds like fun. let's do it.
0,that sounds like fun. let's do it. i'll see you tomorrow then.
0,i'll see you tomorrow then. see you then. goodbye.
0,"hi, how are you. is alice there? speaking. what's up?"
0,speaking. what's up? why haven't you answered the phone?
0,"why haven't you answered the phone? my bad, i had chores to do."
0,"my bad, i had chores to do. that's all right."
0,that's all right. what was the reason for your call?
0,what was the reason for your call? i want to do something tomorrow with you.
0,i want to do something tomorrow with you. sounds good. what did you have in mind?
0,sounds good. what did you have in mind? i was thinking about seeing a movie.
0,"i was thinking about seeing a movie. okay, let's go see a movie."
0,"okay, let's go see a movie. until then."
0,until then. talk to you later.
0,is alice available? you're talking to her.
0,you're talking to her. i've called you a hundred times today.
0,i've called you a hundred times today. i was busy doing something. i apologize.
0,i was busy doing something. i apologize. no problem.
0,no problem. did you need something?
0,did you need something? do you want to do something tomorrow?
0,do you want to do something tomorrow? is there somewhere special you wanted to go?
0,is there somewhere special you wanted to go? how about a movie?
0,how about a movie? a movie sounds good.
0,a movie sounds good. call me tomorrow then.
0,"have you seen the new girl in school? no, i haven't."
0,"no, i haven't. she's really pretty."
0,she's really pretty. describe her to me.
0,describe her to me. she's not too tall.
0,"she's not too tall. well, how tall is she?"
0,"well, how tall is she? she's about five feet even."
0,"she's about five feet even. what does she look like, though?"
0,"what does she look like, though? she has pretty light brown eyes."
0,she has pretty light brown eyes. i may know which girl you're talking about.
0,i may know which girl you're talking about. so you have seen her around?
0,"so you have seen her around? yes, i have."
0,"there's a new girl in school, have you seen her yet? i haven't seen her yet."
0,i haven't seen her yet. i think that she is very pretty.
0,i think that she is very pretty. tell me how she looks.
0,tell me how she looks. she's kind of short.
0,she's kind of short. what height is she?
0,what height is she? she's probably about five feet.
0,"she's probably about five feet. that's nice, but tell me what she looks like."
0,"that's nice, but tell me what she looks like. the first thing i noticed was her beautiful brown eyes."
0,the first thing i noticed was her beautiful brown eyes. i think i might've bumped into her before.
0,i think i might've bumped into her before. are you telling me that you've seen her before?
0,are you telling me that you've seen her before? i believe so.
0,have you met the new girl? no. have you?
0,no. have you? she's one of the prettiest girls at the school.
0,she's one of the prettiest girls at the school. what does she look like?
0,"what does she look like? well, she's quite short."
0,"well, she's quite short. how tall would you say that she is?"
0,how tall would you say that she is? i would say she's only five feet.
0,i would say she's only five feet. what about her facial features?
0,"what about her facial features? she has light brown eyes, absolutely beautiful."
0,"she has light brown eyes, absolutely beautiful. i think i know who you're talking about."
0,i think i know who you're talking about. have you seen her?
0,why weren't you at school yesterday? i wasn't really feeling well.
0,i wasn't really feeling well. what was wrong with you?
0,what was wrong with you? my stomach was upset.
0,my stomach was upset. do you feel better now?
0,do you feel better now? i don't really feel too well yet.
0,i don't really feel too well yet. do you want anything to make you feel better?
0,"do you want anything to make you feel better? no, thanks. i already took some medicine."
0,"no, thanks. i already took some medicine. i hope you feel better."
0,i hope you feel better. thank you.
0,what reason do you have for missing school? i was sick.
0,i was sick. how were you sick?
0,how were you sick? i had a stomachache.
0,i had a stomachache. did it get any better?
0,did it get any better? i'm still feeling under the weather.
0,i'm still feeling under the weather. would you like anything for your stomach?
0,would you like anything for your stomach? i took something earlier.
0,i took something earlier. get better.
0,get better. thanks a lot.
0,why didn't you go to school yesterday? i stayed home because i wasn't feeling well.
0,i stayed home because i wasn't feeling well. what was your problem?
0,what was your problem? my stomach was bothering me.
0,my stomach was bothering me. are you feeling any better?
0,are you feeling any better? i'm still feeling a little sick.
0,"i'm still feeling a little sick. i'm going to the store, would you like any pepto bismol?"
0,"i'm going to the store, would you like any pepto bismol? that's okay."
0,that's okay. i hope you feel better.
0,"did you hear the good news? no, i haven't."
0,"no, i haven't. i got a promotion at my job."
0,i got a promotion at my job. did you really?
0,"did you really? seriously, i am so excited."
0,"seriously, i am so excited. well, congratulations."
0,"well, congratulations. thank you."
0,thank you. i'm so happy for you.
0,i'm so happy for you. really?
0,really? yes. you really deserved this.
0,yes. you really deserved this. you think so?
0,you think so? yes. good for you.
0,have you heard my good news? you haven't told me anything yet.
0,you haven't told me anything yet. i got a promotion at work earlier this week.
0,i got a promotion at work earlier this week. is that right?
0,is that right? it's the truth. i am really happy.
0,it's the truth. i am really happy. congratulations on your promotion.
0,congratulations on your promotion. thank you very much.
0,thank you very much. i am really excited for you.
0,i am really excited for you. are you really?
0,are you really? i'm serious. you deserved this promotion.
0,i'm serious. you deserved this promotion. is that what you really think?
0,"is that what you really think? yes, i do."
0,"i haven't told you what happened yet, have i? i haven't heard anything."
0,"i haven't heard anything. my boss offered me a promotion, and i took it."
0,"my boss offered me a promotion, and i took it. are you serious?"
0,"are you serious? yes, i am really excited."
0,"yes, i am really excited. that's great. congratulations."
0,that's great. congratulations. i appreciate that.
0,i appreciate that. you have no idea how happy i am for you.
0,you have no idea how happy i am for you. for real?
0,you look really nice today.  thank you. i just got this outfit the other day.
0,"thank you. i just got this outfit the other day. really, where did you get it?"
0,"really, where did you get it? i got it from macy's."
0,i got it from macy's. it's really nice.
0,"it's really nice. thanks again. you look nice today, too."
0,"thanks again. you look nice today, too. thank you. i just got these shoes today."
0,thank you. i just got these shoes today. really? what kind of shoes are they?
0,really? what kind of shoes are they? these are called all star chuck taylors.
0,these are called all star chuck taylors. i really like those. how much did they cost?
0,i really like those. how much did they cost? they were about forty dollars.
0,they were about forty dollars. i think i'm going to go buy myself a pair.
0,i absolutely love what you're wearing today. you do? i just bought this outfit a couple days ago.
0,"you do? i just bought this outfit a couple days ago. seriously, it looks really nice on you. where did you buy it from?"
0,"seriously, it looks really nice on you. where did you buy it from? i bought it from the macy's at the santa anita mall."
0,i bought it from the macy's at the santa anita mall. i really like that outfit.
0,"i really like that outfit. thanks. i think you look nice today, too."
0,"thanks. i think you look nice today, too. thank you. i just bought these new shoes earlier today."
0,thank you. i just bought these new shoes earlier today. those are nice. what are they?
0,those are nice. what are they? these are some chucks.
0,these are some chucks. those are great. how much were they?
0,those are great. how much were they? i got them for forty.
0,i got them for forty. i think i might go and find me my own pair of chucks.
0,i think that you look very cute today. is that right? this is a brand new outfit.
0,is that right? this is a brand new outfit. what store did you get it from?
0,what store did you get it from? i went to macy's and picked it out.
0,i went to macy's and picked it out. i love your outfit right now.
0,"i love your outfit right now. well, i think you look nice today too."
0,"well, i think you look nice today too. thanks. i found these new shoes earlier at the store."
0,thanks. i found these new shoes earlier at the store. i think that those are some really nice shoes. what kind are they?
0,i think that those are some really nice shoes. what kind are they? these are chucks.
0,these are chucks. your shoes look really nice. how much did you get them for?
0,your shoes look really nice. how much did you get them for? they only cost me about forty dollars.
0,"tell me, what do you enjoy doing in your spare time? i enjoy drawing and painting."
0,i enjoy drawing and painting. you know how to draw and paint?
0,"you know how to draw and paint? yes, i do."
0,"yes, i do. when did you learn how to do that?"
0,when did you learn how to do that? i learned back in high school.
0,"i learned back in high school. oh, so you took an art class?"
0,"oh, so you took an art class? yeah, i loved that class."
0,"yeah, i loved that class. i see that you're pretty talented."
0,i see that you're pretty talented. thank you very much.
0,thank you very much. i wish i had a talent like that.
0,i wish i had a talent like that. i'm sure you have a talent. it's just hidden.
0,what kinds of things do you like to do? i've always liked to draw and paint.
0,i've always liked to draw and paint. i didn't know you knew how to draw and paint.
0,i didn't know you knew how to draw and paint. i do it every once in a while.
0,i do it every once in a while. how long have you known how to do that?
0,how long have you known how to do that? i first learned how to do it in high school.
0,i first learned how to do it in high school. did you take some sort of art class or something?
0,did you take some sort of art class or something? that was my favorite class.
0,that was my favorite class. you have got to be talented.
0,you have got to be talented. thanks.
0,thanks. if only i was talented.
0,if only i was talented. you have a talent. you just don't know what it is yet.
0,"are there any hobbies you do? when i have time, i sometimes draw and paint."
0,"when i have time, i sometimes draw and paint. oh, you actually do that?"
0,"oh, you actually do that? every so often, i do."
0,"every so often, i do. did you always know how to draw and paint?"
0,did you always know how to draw and paint? i was taught in high school how to draw and paint.
0,i was taught in high school how to draw and paint. you had an art class?
0,"you had an art class? exactly, it was my favorite class."
0,"exactly, it was my favorite class. well, it's good that you're so talented."
0,"well, it's good that you're so talented. i appreciate that."
0,"i appreciate that. talent is a great thing, i wish i had one."
0,what's your favorite movie? my favorite movie is superbad.
0,"my favorite movie is superbad. oh, why is that?"
0,"oh, why is that? it's the funniest movie that i've ever seen."
0,it's the funniest movie that i've ever seen. that's true. it is a very funny movie.
0,that's true. it is a very funny movie. you've seen it before? 
0,"you've seen it before?  yes, i saw that movie the first day it came out in theaters."
0,"yes, i saw that movie the first day it came out in theaters. didn't you laugh through the whole movie? i did."
0,didn't you laugh through the whole movie? i did. me too. that movie brought tears to my eyes.
0,me too. that movie brought tears to my eyes. mine too.
0,mine too. i have it on dvd at my house if you want to come over and watch it.
0,"i have it on dvd at my house if you want to come over and watch it. sure, let's go."
0,"which movie is your favorite to watch? i have to say, my favorite movie is superbad."
0,"i have to say, my favorite movie is superbad. is that right? why?"
0,"is that right? why? honestly, it is one of the funniest movies i've seen in a long time."
0,"honestly, it is one of the funniest movies i've seen in a long time. you're right. that movie is hilarious."
0,you're right. that movie is hilarious. i didn't think you saw that movie.
0,i didn't think you saw that movie. i went to see it the day it came out.
0,i went to see it the day it came out. i was laughing through the whole movie.
0,"i was laughing through the whole movie. i couldn't help laughing, either. "
0,"i couldn't help laughing, either.  same here."
0,same here. i bought the movie. would you like to come to my house and watch it?
0,i bought the movie. would you like to come to my house and watch it? of course.
0,"out of every movie that you've seen, which one is your favorite? i'm going to have to say that superbad is the best movie ever."
0,"i'm going to have to say that superbad is the best movie ever. you think so, how come?"
0,"you think so, how come? well, superbad is super funny."
0,"well, superbad is super funny. you're not lying, i found that movie absolutely hilarious."
0,"you're not lying, i found that movie absolutely hilarious. i didn't know that you saw superbad before."
0,i didn't know that you saw superbad before. i made sure to be in line to see it the first day it came out.
0,i made sure to be in line to see it the first day it came out. i couldn't keep from laughing throughout the whole movie.
0,i couldn't keep from laughing throughout the whole movie. i was laughing hysterically the whole time; my stomach muscles hurt afterwards.
0,i was laughing hysterically the whole time; my stomach muscles hurt afterwards. that's exactly how i felt.
0,"that's exactly how i felt. i got the movie when it came out on dvd, do you want to come over?"
0,what type of music do you like to listen to? i like listening to different kinds of music.
0,"i like listening to different kinds of music. like what, for instance?"
0,"like what, for instance? i enjoy rock and r&b."
0,i enjoy rock and r&b. why is that?
0,why is that? i like the different instruments that they use.
0,i like the different instruments that they use. that's a good reason to like something.
0,"that's a good reason to like something. yeah, i think so too."
0,what kind of music do you enjoy listening to? i enjoy listening to all kinds of music.
0,i enjoy listening to all kinds of music. what kind?
0,what kind? i like to listen to rock and r&b.
0,i like to listen to rock and r&b. why do you like that type of music?
0,why do you like that type of music? i like the kinds of instruments that they use.
0,i like the kinds of instruments that they use. i think that's an excellent reason to like something.
0,"i think that's an excellent reason to like something. thanks, i feel the same way."
0,what is your favorite kind of music? i listen to various types of music.
0,i listen to various types of music. what genres?
0,what genres? i enjoy listening to both rock and r&b.
0,i enjoy listening to both rock and r&b. what interests you in that type of music?
0,what interests you in that type of music? i enjoy the different types of instruments that they use.
0,i enjoy the different types of instruments that they use. that is a perfect reason to like a certain kind of music.
0,"did you go to the basketball game on friday? no, i couldn't make it."
0,"no, i couldn't make it. you missed a really good game."
0,"you missed a really good game. oh, really? who won?"
0,"oh, really? who won? our school did. they played really well."
0,our school did. they played really well. too bad i was busy. i really wanted to go.
0,"too bad i was busy. i really wanted to go. yeah, you should have. it was really exciting."
0,"yeah, you should have. it was really exciting. so what was the score?"
0,so what was the score? the score was 101-98.
0,"the score was 101-98. man, that was a really close game."
0,"man, that was a really close game. that's what made it so great."
0,that's what made it so great. i'll make sure and make it to the next one.
0,were you able to attend friday night's basketball game? i was unable to make it.
0,i was unable to make it. you should have been there. it was intense.
0,you should have been there. it was intense. is that right. who ended up winning?
0,is that right. who ended up winning? our team was victorious.
0,our team was victorious. i wish i was free that night. i'm kind of mad that i didn't go.
0,i wish i was free that night. i'm kind of mad that i didn't go. it was a great game.
0,it was a great game. what was the score at the end of the game?
0,what was the score at the end of the game? our team won 101-98.
0,our team won 101-98. sounds like it was a close game.
0,sounds like it was a close game. that's the reason it was such a great game.
0,"that's the reason it was such a great game. the next game, i will definitely be there."
0,"i was meaning to ask you if you saw the basketball game on friday. i wanted to go, but i couldn't."
0,"i wanted to go, but i couldn't. it was a great game."
0,it was a great game. it's too bad that i couldn't make it. who won?
0,it's too bad that i couldn't make it. who won? our team played hard and won.
0,our team played hard and won. i really wish i went to the game.
0,i really wish i went to the game. it was the best game ever.
0,it was the best game ever. so tell me the final score.
0,"so tell me the final score. the other team lost by three points, 101-98. "
0,"the other team lost by three points, 101-98.  it must've been a close game."
0,it must've been a close game. it really was. you should've gone.
0,what are you doing this weekend? i'm going to the movies with a friend. how about you?
0,i'm going to the movies with a friend. how about you? i'm not sure yet.
0,"i'm not sure yet. well, did you want to go see a movie with me?"
0,"well, did you want to go see a movie with me? what movie are you going to see?"
0,what movie are you going to see? i'm not sure yet. is there something you want to see?
0,i'm not sure yet. is there something you want to see? there's nothing i can think of.
0,"there's nothing i can think of. so, did you want to go?"
0,"so, did you want to go? no, thanks, maybe another time."
0,"no, thanks, maybe another time. okay, sounds good."
0,do you know what you're going to do this weekend? i am going to see a movie with a friend of mine. what about you?
0,i am going to see a movie with a friend of mine. what about you? i don't know.
0,i don't know. would you like to see a movie with me and my friend?
0,would you like to see a movie with me and my friend? do you know what movie you're going to watch?
0,"do you know what movie you're going to watch? i don't know, but was there a certain movie you wanted to see?"
0,"i don't know, but was there a certain movie you wanted to see? none that i can think of."
0,"none that i can think of. well, would you like to go?"
0,"well, would you like to go? thank you for inviting me, but i think i'll pass."
0,"thank you for inviting me, but i think i'll pass. all right. another time then."
0,you have any ideas as to what you want to do this weekend? i'm going to the movie theater with my friend. what are you going to do?
0,i'm going to the movie theater with my friend. what are you going to do? i'm not quite sure yet.
0,i'm not quite sure yet. how about you see a movie with me and my friend?
0,how about you see a movie with me and my friend? what movie are you and your friend planning on watching?
0,what movie are you and your friend planning on watching? not sure. is there a movie out that catches your eye?
0,not sure. is there a movie out that catches your eye? no good movies come to mind.
0,no good movies come to mind. have you decided whether or not you would like to go?
0,"have you decided whether or not you would like to go? no, thanks. maybe another time."
0,"did you go to school today? yeah, i went to school today. were you there?"
0,"yeah, i went to school today. were you there? no, i didn't go, i've been sick."
0,"no, i didn't go, i've been sick. that sucks. did you want the assignments from english class?"
0,"that sucks. did you want the assignments from english class? that would be nice, thank you."
0,"that would be nice, thank you. no problem, you're welcome."
0,"no problem, you're welcome. i will be glad to do the same for you when you're sick."
0,"i will be glad to do the same for you when you're sick. well, thank you. i hope to see you at school tomorrow."
0,have you attended school today? i attended school today. did you?
0,i attended school today. did you? i wasn't able to attend school because i was feeling ill.
0,i wasn't able to attend school because i was feeling ill. i'm sorry to hear that. would you like the assignments from english class?
0,"i'm sorry to hear that. would you like the assignments from english class? i would really appreciate that, thanks."
0,"i would really appreciate that, thanks. it's no trouble at all."
0,"it's no trouble at all. if you get sick, i'll return the favor."
0,"if you get sick, i'll return the favor. thanks. see you at school tomorrow if you feel better."
0,have you gone to school today? i went to school today. did you go to school?
0,"i went to school today. did you go to school? i couldn't go to school today, i was sick."
0,"i couldn't go to school today, i was sick. that's horrible. i'd be happy to give you the assignments from english class."
0,"that's horrible. i'd be happy to give you the assignments from english class. thank you very much, that's kind of you."
0,"thank you very much, that's kind of you. don't mention it."
0,"don't mention it. when you miss a day of school, i'll be happy to give you the english assignments."
0,did you hear the news? what happened?
0,what happened? our cousin went into labor and had her baby last week.
0,our cousin went into labor and had her baby last week. she did? why didn't anyone tell me?
0,she did? why didn't anyone tell me? i would've thought that somebody would have told you.
0,"i would've thought that somebody would have told you. no, i had no idea."
0,"no, i had no idea. well, she did, her baby was 8 pounds 6 ounces."
0,"well, she did, her baby was 8 pounds 6 ounces. oh my god, that's great!"
0,"oh my god, that's great! are you going to go and visit her and the baby?"
0,are you going to go and visit her and the baby? i think that i might.
0,i think that i might. good! i just thought i'd let you know.
0,good! i just thought i'd let you know. thanks for telling me.
0,have you heard what happened? heard what?
0,heard what? debrah already had her baby.
0,debrah already had her baby. i didn't know that.
0,i didn't know that. i thought you knew.
0,i thought you knew. i honestly didn't know.
0,i honestly didn't know. the baby was 8 pounds 6 ounces.
0,the baby was 8 pounds 6 ounces. that's good to hear.
0,that's good to hear. will you go and visit them?
0,will you go and visit them? of course i will.
0,of course i will. i just wanted to give you the good news.
0,i just wanted to give you the good news. thanks for letting me know.
0,have you heard the news? i haven't heard anything.
0,i haven't heard anything. debrah had her baby last week.
0,debrah had her baby last week. nobody told me.
0,nobody told me. i thought you heard.
0,i thought you heard. i really wasn't told anything.
0,i really wasn't told anything. she was a cute 8 pounds 6 ounces.
0,"she was a cute 8 pounds 6 ounces. wow, how exciting."
0,"wow, how exciting. i know, you should really go and see her and the baby."
0,"i know, you should really go and see her and the baby. of course i will."
0,of course i will. i just wanted to let you know what happened.
0,did you go to school today? of course. did you?
0,"of course. did you? i didn't want to, so i didn't."
0,"i didn't want to, so i didn't. that's sad, but have you gone to the movies recently?"
0,"that's sad, but have you gone to the movies recently? that's a switch."
0,"that's a switch. i'm serious, have you?"
0,"i'm serious, have you? no, i haven't. why?"
0,"no, i haven't. why? i really want to go to the movies this weekend."
0,i really want to go to the movies this weekend. so go then.
0,so go then. i really don't want to go by myself.
0,"i really don't want to go by myself. well anyway, do you plan on going to school tomorrow?"
0,"well anyway, do you plan on going to school tomorrow? no, i think i'm going to go to the movies."
0,did you make it to school today? i always do. did you go to school today?
0,"i always do. did you go to school today? no, i didn't."
0,"no, i didn't. you should have, but have you seen any movies lately?"
0,"you should have, but have you seen any movies lately? that was an odd change of subject."
0,"that was an odd change of subject. maybe it was, but answer the question."
0,"maybe it was, but answer the question. no, not recently."
0,"no, not recently. i want to go to see a movie this weekend."
0,i want to go to see a movie this weekend. what's stopping you then?
0,what's stopping you then? i don't want to go alone.
0,"i don't want to go alone. so, will you be at school tomorrow?"
0,"so, will you be at school tomorrow? no, i want to go to the movies instead."
0,"did you even bother to go to school today? yeah, i went. did you go?"
0,"yeah, i went. did you go? no, i didn't feel like it."
0,"no, i didn't feel like it. that's nice, have you been to the movies lately?"
0,"that's nice, have you been to the movies lately? no, but that was a random change of subject."
0,"no, but that was a random change of subject. it may have been random, but have you?"
0,"it may have been random, but have you? i haven't lately."
0,i haven't lately. i would love to catch a movie this weekend.
0,"i would love to catch a movie this weekend. so then, why don't you just go?"
0,"so then, why don't you just go? i don't want to see a movie by myself."
0,"i don't want to see a movie by myself. okay, so are you going to school tomorrow?"
0,thanks for coming to see me today. it's no problem. i was really missing you anyway.
0,it's no problem. i was really missing you anyway. i missed you too.
0,i missed you too. why haven't you tried to come see me then?
0,why haven't you tried to come see me then? i've been really busy.
0,i've been really busy. doing what?
0,doing what? working.
0,"working. i would've come to see you sooner, but i've been busy too."
0,"i would've come to see you sooner, but i've been busy too. what have you been doing?"
0,what have you been doing? i've been working too.
0,"i've been working too. well regardless, i'm very happy that you came to see me."
0,"well regardless, i'm very happy that you came to see me. i am too."
0,i'm really glad that you came to see me. i had to. i was missing you a lot.
0,i had to. i was missing you a lot. i was missing you too.
0,"i was missing you too. so, why haven't you visited me?"
0,"so, why haven't you visited me? i've actually been busy lately."
0,i've actually been busy lately. what have you been doing?
0,what have you been doing? i've just been working really hard.
0,i've just been working really hard. i've also been busy.
0,i've also been busy. tell me what you've been doing.
0,"tell me what you've been doing. basically, i've been working too."
0,"basically, i've been working too. well whatever, i'm glad you came."
0,"well whatever, i'm glad you came. so am i."
0,i'm really happy that you came to visit me. i really missed you a lot.
0,i really missed you a lot. i've been missing you like crazy.
0,i've been missing you like crazy. i don't understand why you haven't come to visit me.
0,"i don't understand why you haven't come to visit me. lately, i've been quite busy."
0,"lately, i've been quite busy. tell me what you've been up to."
0,tell me what you've been up to. i've really been working a lot lately.
0,i've really been working a lot lately. i've been pretty busy myself.
0,i've been pretty busy myself. so what have you been up to?
0,so what have you been up to? i've just been working a lot.
0,"i've just been working a lot. whatever the reason may be, i'm glad you visited me."
